phrase,class
i'm interested in photos,5
i'm interested in ecology,5
i'm interested in environment,5
i'm interested in photography,5
i'm interested in exploration,5
i'm interested in climate change,5
i'm interested in biodiversity,5
i'm interested in climate,5
i'm interested in nature,5
i'm interested in nature,5
i'm interested in volcano,5
i'm interested in rock,5
i'm interested in landscape,5
i'm interested in earthquake,5
i'm interested in evolution,5
i'm interested in earth,5
i'm interested in geology,5
i'm interested in earth,5
i'm interested in sustainability,5
i'm interested in education,5
i'm interested in efficiency,5
i'm interested in architecture,5
i'm interested in climate change,5
i'm interested in urban planning,5
i'm interested in design,5
i love universe,5
i love space,5
i love cosmos,5
i love big bang,5
i love evolution,5
i love science,5
i love life,5
i love physics,5
i love earth,5
i love sun,5
i love moon,5
i love mars,5
i love light,5
i love gravity,5
i love matter,5
i love planet,5
i love star,5
i love technology,5
i love astronomy,5
i love exploration,5
i love forest,5
i love jungle,5
i love amazon,5
i love plant,5
i love water,5
i love biodiversity,5
i love brazil,5
i love south america,5
i love animal,5
i love climate,5
i love climate change,5
i love river,5
i love evolution,5
i love nature,5
i love artic,5
i love south pole,5
i love north pole,5
i love photos,5
i love ecology,5
i love environment,5
i love photography,5
i love exploration,5
i love climate change,5
i love biodiversity,5
i love climate,5
i love nature,5
i love nature,5
i love volcano,5
i love rock,5
i love landscape,5
i love earthquake,5
i love evolution,5
i love earth,5
i love geology,5
i love earth,5
i love sustainability,5
i love education,5
i love efficiency,5
i love architecture,5
i love climate change,5
i love urban planning,5
i love design,5
technology and big bang,5
life and climate change,5
photography and geology,5
moon and climate change,5
technology and climate,5
universe and space,5
mars and technology,5
universe and design,5
physics and earth,5
biodiversity and climate change,5
evolution and earth,5
planet and ecology,5
evolution and space,5
south america and light,5
south pole and landscape,5
evolution and rock,5
nature and earthquake,5
climate and big bang,5
efficiency and universe,5
biodiversity and universe,5
science and forest,5
climate change and geology,5
light and biodiversity,5
amazon and evolution,5
photos and climate,5
science and environment,5
ecology and climate,5
earth and artic,5
space and north pole,5
earth and sustainability,5
climate change and climate change,5
earthquake and geology,5
cosmos and star,5
exploration and earth,5
astronomy and exploration,5
space and water,5
jungle and sustainability,5
efficiency and design,5
volcano and south america,5
river and south america,5
i like earthquake and big bang,5
i like urban planning and brazil,5
i like big bang and climate change,5
i like life and matter,5
i like rock and evolution,5
i like photography and climate change,5
i like sustainability and jungle,5
i like moon and nature,5
i like climate change and education,5
i like earthquake and sun,5
i like forest and plant,5
i like south america and nature,5
i like sustainability and universe,5
i like nature and science,5
i like river and exploration,5
i like rock and exploration,5
i like life and architecture,5
i like exploration and big bang,5
i like geology and nature,5
i like jungle and forest,5
i like astronomy and climate,5
i like earth and amazon,5
i like technology and education,5
i like light and animal,5
i like mars and gravity,5
i like north pole and education,5
i like nature and north pole,5
i like ecology and biodiversity,5
i like ecology and star,5
i like amazon and plant,5
i like design and climate change,5
i like efficiency and cosmos,5
i like life and mars,5
i like cosmos and south america,5
i like matter and biodiversity,5
i like south america and astronomy,5
i like earth and climate,5
i like environment and evolution,5
i like biodiversity and star,5
i like jungle and earth,5
i'm interested in education and matter,5
i'm interested in planet and urban planning,5
i'm interested in technology and space,5
i'm interested in animal and amazon,5
i'm interested in nature and geology,5
i'm interested in evolution and earthquake,5
i'm interested in star and education,5
i'm interested in north pole and big bang,5
i'm interested in sustainability and exploration,5
i'm interested in north pole and star,5
i'm interested in earthquake and forest,5
i'm interested in efficiency and physics,5
i'm interested in universe and climate,5
i'm interested in physics and climate,5
i'm interested in ecology and sun,5
i'm interested in moon and life,5
i'm interested in space and nature,5
i'm interested in artic and animal,5
i'm interested in evolution and photos,5
i'm interested in water and nature,5
i'm interested in nature and earth,5
i'm interested in astronomy and south america,5
i'm interested in evolution and light,5
i'm interested in technology and sun,5
i'm interested in climate change and climate,5
i'm interested in nature and sustainability,5
i'm interested in evolution and volcano,5
i'm interested in physics and geology,5
i'm interested in climate change and rock,5
i'm interested in ecology and sustainability,5
i'm interested in environment and exploration,5
i'm interested in light and universe,5
i'm interested in evolution and geology,5
i'm interested in gravity and space,5
i'm interested in mars and animal,5
i'm interested in climate and technology,5
i'm interested in volcano and photography,5
i'm interested in mars and exploration,5
i'm interested in astronomy and education,5
i'm interested in sustainability and animal,5
i love brazil and sustainability,5
i love geology and evolution,5
i love south america and evolution,5
i love climate change and planet,5
i love photos and river,5
i love exploration and space,5
i love rock and climate,5
i love animal and space,5
i love technology and earth,5
i love photography and astronomy,5
i love science and climate change,5
i love forest and climate,5
i love planet and landscape,5
i love geology and photos,5
i love cosmos and big bang,5
i love biodiversity and physics,5
i love efficiency and astronomy,5
i love education and forest,5
i love south america and mars,5
i love amazon and photography,5
i love south america and earth,5
i love volcano and star,5
i love matter and nature,5
i love life and mars,5
i love nature and biodiversity,5
i love evolution and matter,5
i love sun and climate change,5
i love evolution and astronomy,5
i love evolution and planet,5
i love exploration and astronomy,5
i love environment and earth,5
i love planet and universe,5
i love climate change and photos,5
i love south pole and water,5
i love water and climate,5
i love nature and evolution,5
i love climate change and climate change,5
i love nature and biodiversity,5
i love urban planning and amazon,5
i love brazil and sustainability,5
25 Jul,5
19 Jun,5
06 Nov,5
08 Oct,5
14 Sep,5
23 Oct,5
05 Mar,5
21 Jul,5
05 Nov,5
11 Aug,5
27 Sep,5
02 Sep,5
30 Aug,5
01 Mar,5
20 Jan,5
04 Oct,5
24 Jun,5
07 Jan,5
15 Dec,5
09 Nov,5
26 Apr,5
05 May,5
11 Apr,5
30 Jun,5
31 Jan,5
12 Dec,5
18 Apr,5
27 Apr,5
30 Oct,5
01 Aug,5
11 Jan,5
29 Mar,5
20 Oct,5
11 Mar,5
14 Oct,5
15 Aug,5
24 Apr,5
16 Sep,5
20 Dec,5
25 Jun,5
07 Nov,5
12 Nov,5
17 Jun,5
25 Apr,5
18 May,5
02 Jul,5
04 Dec,5
22 Oct,5
26 Nov,5
15 Jul,5
Sep 29,5
Nov 05,5
Dec 08,5
Jul 04,5
Feb 06,5
Feb 11,5
May 01,5
Dec 13,5
May 09,5
May 26,5
Jan 31,5
Sep 22,5
Dec 26,5
Apr 02,5
Jul 21,5
Sep 20,5
Dec 25,5
Feb 02,5
Apr 30,5
Oct 20,5
Jun 08,5
Nov 02,5
May 14,5
Nov 16,5
Apr 06,5
Feb 21,5
Dec 11,5
Jul 16,5
Oct 31,5
Sep 27,5
Jun 17,5
Feb 16,5
May 25,5
Apr 19,5
Jun 19,5
Jun 18,5
Sep 04,5
May 29,5
Mar 14,5
Dec 12,5
Aug 30,5
Mar 29,5
Nov 09,5
Jul 29,5
Apr 05,5
Apr 21,5
Apr 08,5
Jul 31,5
Mar 18,5
Oct 17,5
today,5
tomorrow,5
today,5
tomorrow,5
today,5
tomorrow,5
today,5
tomorrow,5
on Monday,5
on Tuesday,5
on Wednesday,5
on Thursday,5
on Friday,5
on Saturday,5
on Sunday,5
this Monday,5
this Tuesday,5
this Wednesday,5
this Thursday,5
this Friday,5
this Saturday,5
this Sunday,5
next Monday,5
next Tuesday,5
next Wednesday,5
next Thursday,5
next Friday,5
next Saturday,5
next Sunday,5
this week,5
next week,5
this weekend,5
next weekend,5
this month,5
next month,5
on Monday,5
on Tuesday,5
on Wednesday,5
on Thursday,5
on Friday,5
on Saturday,5
on Sunday,5
this Monday,5
this Tuesday,5
this Wednesday,5
this Thursday,5
this Friday,5
this Saturday,5
this Sunday,5
next Monday,5
next Tuesday,5
next Wednesday,5
next Thursday,5
next Friday,5
next Saturday,5
next Sunday,5
this week,5
next week,5
this weekend,5
next weekend,5
this month,5
next month,5
