phrase,class
before I went to work and stuff and I see her every once in awhile like if I go workout at T I ,3
right and and it 's not the sharing of ,3
and friends that I know when I was in high school I had an idea of what I really wanted to do with ,3
You know there is no harm in that whereas sometimes you ca n't even get that from a kid you know ,3
Well you can get you can get pressurized lumber ,3
And I would never do it I I love this country too much and that symbol means a lot to me ,3
You know when I sat there I you know I dropped my car off for tires or something like that ,3
and that is he 's a little ,3
And they do take up a big part of my my evening and weekend ,3
Right E- even if it is you know a company policy of immediate termination or whatever they still have to replace them ,3
Deep one you have a deep one ,3
And I was appalled at what how they were paying them I just could n't believe it ,3
this was when the Peace Corps first are started ,3
Never I 've never been served on the jury never been called up in a jury although some of my friends have been jurors ,3
And so that would probably just tear me apart ,3
I do n't know a judge might be a little more cold-blooded about it ,3
The money 's not available ,3
levels being defined as number of working adults for number of children ,3
it 's kind of hard to to because an elderly person sometimes can be totally dependent ,3
because they 've always gone with us ,3
So that they have at least one service every Sunday ,3
this is the first time that I really have to landscape a house His house is more like a farm house It 's not on a main road ,3
And I 'm doing my best ,3
But there 's not very many people that actually do get killed ,3
very very much there you know ,3
way I guess most of the the ,3
So what do you think ? ,3
take them through the whole chain ,3
I was up in Arequipa ,3
I would say go ahead and execute that person as well ,3
I always like the musicals and ,3
and he said that people in the west he said since being there and I guess he 's been there about six months ,3
and you just end up doing it but if you have n't been married that long you know ,3
Oh I see so if you have fresh dirt they 'll ,3
I do n't know I just think somehow I hoped that as a people we could be better than than expecting ,3
to have the same exposure and you know to further their worldliness so to speak ,3
I think it would have been a very good experience for me ,3
Many of the boys in the room had children and they were they were high school juniors ,3
go hunting or go to the races ,3
Well about a year I guess ,3
I am as a matter of fact I 'm at North Carolina State ,3
And the you know I thought I was making a good wage ,3
Well A- and and not only from a from an economic standpoint just just pure safety you know If you can ,3
Did someone just come up with this design and and you 're going to make one for yourself ,3
But we 've I work at the T I site in Hunt Valley Maryland ,3
And then you 're in to it just a little bit and then you splash in and ,3
Oh well is it how old is the dog ? ,3
No No and do n't plan on having one either ever ,3
when I take those hoses I cut them off ,3
when they 're decreasing some of the military spending ,3
And I was one of the home owners down there that got taxed to death ,3
whatever all of those things ,3
they they also have a garden shop and ,3
in her home and they would read and play ,3
You know the higher echelon ,3
So I mean in the sense that we 've come a long way yes but we 've sacrificed a lot to get there ,3
I just pushed that in and I heard it click ,3
I think some of them would rather be in jail ,3
well it will be in a little while I 'm trying to get it get it ready early ,3
You hate to have the dubious honor of being you know so high in the ,3
I wish that when they sentence someone if they 're going to sentence him to five years then make him serve five years ,3
That 's cold water around there ,3
and I 'd be quite happy to see a national law in which every student was required to learn English and a second language ,3
yes They did have seminars every once in a while ,3
had a hard time getting a few folks I thought well every all these T I -ers have gone home ,3
I had a similar experience I I grew up on a farm so I always had outdoor pets and ,3
Ju- just just by not knowing you know how to get to that that one bolt or that one ,3
I was very surprised that did do a slapstick movie because that 's not really the way comedies are right now ,3
That means you 're really sick if you have to use that one ,3
recipes in Pittsburgh consisted of red meat and a potato ,3
no but I think that 's that 's it 's that 's taxpayer 's money If somebody ,3
Well I had a little routine that I did for warm ups ,3
she starts a new job tomorrow which should take her out of the house about four days a week ,3
I thi I do n't know how I feel about that I think maybe majority might be sufficient ,3
I know I I did that for summer so I can I can vouch for that ,3
We like Chinese We eat ,3
if she can get yourself out of a bad situation without having to to go to a phone booth and stand around and wait It it ,3
I know what you mean I when I was in Dallas I was supervisor and I had four non exempts under me ,3
With the little thing on the end ,3
Okay well you see it saw it out there then too ,3
No m- most breeders are in it for the money so they 'll bree they 'll breed them twice a year and I ,3
And I would hate it if anyone put me in one ,3
She 's definitely ready to get out and run around ,3
Well we 're really overburdened from federal state and local ,3
Had to learn how to drive a tractor ,3
That 's pretty weird ,3
It it 's I I 've never heard a good story about ,3
But you know I 'd like to make sure that I have a job tomorrow first ,3
I think I was the one who did that actually ,3
I never did My mother used to cook a whole pan full of squash and she 'd have squash and corn bread ,3
west out of Colorado Springs ,3
outside at night you know ,3
Now a family I I think that like girls today have children ,3
that it takes such a size out of your paycheck that there 's not a whole lot you can always do with your paycheck ,3
Especially around bonus time ,3
and some some of them did quit the company ,3
because he 's not as good as another kid his same age I mean it 's like you know that 's ridiculous ,3
I pay a straight five dollars for anything a doctor visit or drugs ,3
some students do horrible until like eighth grade some do horrible you know until they get to like tenth grade ,3
Hey thanks a lot I 'll talk to you later ,3
I watched a lot of T V when the war was on ,3
Been on a real barbecue kick lately ,3
And I do n't know why that is I think it 's probably due to pricing often ,3
We 're lucky to get paychecks the way I figure ,3
Right nobody does then ,3
Well I still think people have a choice You know if you can live with it and it 's you know your conscience is clear ,3
I guess the the problem with that is there 's no true authority in any kind of international verdicts ,3
my wife is agnostic and I 'm a backsliding Presbyterian ,3
as best I could at home ,3
She pu- she wheeled it out on a cart ,3
I worked my way into having the same engine I do n't know how long I 'm ,3
Well now wait a minute the- there ,3
I would n't like anything of that nature you know ,3
But anyway that was a French movie ,3
Maybe so Let 's see what else can we do ? Changes ,3
Well it 's not the it 's not the best system but it 's the best one in the world ,3
you know And take it in and let just let the old elderly people pet the dogs ,3
and should we be involved and what 's it going to cost us in the long run ,3
It 's kind of been scary ,3
and came in and remodeled the whole place ,3
a boy and a girl Last year the the boy twin started doing real well ,3
And the minute I mean the minute something happens ,3
and they went by each one saying guilty or innocent guilty or innocent ,3
And the tax was administered by the rental company that actually was managing the apartments so when ,3
sort of half student half working and source of income and stuff so I 'm actually managing to do this with zero debt ,3
Well now I have the same dental you have ,3
it 's a very broad issue ,3
And if you 've been in for twelve years I 'm sure you 've ,3
you know different things is it restricted to certain crimes ? Or just ,3
Well I enjoyed the topic I hope you have a good day ,3
Oh really because of like the cross-pollination or ,3
And maybe some she 'd have chicken or something ,3
Hence is possible error as you can see in all the IRONSIDES ,3
this is getting close to twenty here which is I think is about all our little gift book goes up to but I do n't really know ,3
So that 's that 's a little rough you know we 're not we 're not quite up to that sort of thing ,3
Oh I 'd love to have one but you know ,3
And different circumstances call for different things ,3
It very definitely is ,3
Because if you sp- you know pull on that and I 've always done that as a kid you know just yanked on it ,3
Well if they do they do n't know it you know ,3
our government is full of liars thieves and crooks ,3
Gee I know is n't that terrible ,3
And that she has kittens that look like her ,3
not my degree which is I think kind of bizarre ,3
and well I saw what the red in the flag represents ,3
I do n't know do we get a signal ,3
and I really you know they do n't understand how other people live they do n't understand ,3
What kind of cats are they ? ,3
No no state income tax ,3
he 's taken off for parts unknown ,3
but there were certain things that they could provide without a doctors prescription based on their qualifications and ,3
so I mean things have just really gone out of sight in the last I guess about the last ten years ,3
Well you were in Peru ? ,3
all kinds of ways to prevent pregnancies There is no need to have children if you do n't want them ,3
That 's exactly what they were trying to get them to do ,3
Definitely more to look at ,3
But at least because I back up to a hillside where the wild animals are I think I can probably justify it ,3
pretty regularly and read the paper and all but when lately like the last week or two I guess with Easter ,3
So what you do is you strip off oh four five six little rolls coils of line into your hand ,3
See see now my parents there is no way they could afford to send twelve kids to college ,3
I think well in your words ,3
And I just do n't like that ,3
with high prices and seven courses is n't what I usually look for ,3
Well I 'd encourage it ,3
Well they say I think I have read recently that the Bush Administration has increased the funding for the Peace Corps ,3
in fact I found that I 'm a lot closer with I have one son who 's gone and I do n't even know where he 's at ,3
and everything else I have some friends who work up there ,3
and that to me is worth the extra money ,3
Oh I agree with that ,3
Oh it 's probably what the first guy who did it called it ,3
Wha- what are you taking in school ,3
and despite our beliefs she was one of the more Charismatic Christian faiths ,3
people you know grow from a small town to a large town ,3
And so they put them into special programs and then we actually held them back in fourth grade ,3
and the the British and the French mostly decided to carve up that part of the world and call part of it Persia ,3
Well it it all paid off ,3
Peru but but recently I have been following the Middle East rather than ,3
Well in Florida seems like two or three times a year It 's constantly on the ,3
but they put up a nice fence so we still have a lot of privacy and we grow a lot of food ,3
And you 're hoping there is something that will cut down on that ,3
Right We eat out quite a bit it 's just my husband and I at home now So ,3
I did n't ask you that What are you taking in school ? ,3
It it 's kind of nice way to get away from everything for the day ,3
I think so too But you know it 's one of those things ,3
Oh this is ter you should n't be talking about this right before while you 're fixing dinner ,3
do n't MUMBLEx I mean I I always MUMBLEx ,3
about the seventh eighth grade I I I started to to come around and realize an and basically I got interested in math ,3
And he started trying to cast it So he he was kind of getting there but he 's ,3
Okay well nice to talk to you ,3
Well there is so many chances for appeal that it kee ,3
It 's the sad life I think today ,3
As you whip it over your head ,3
in front of the treadmills ,3
What do you think about pensions ? Anything on that or ,3
guess that 's I thin that 's my opinion I guess you feel differently ,3
Oh God that would be the exact opposite of here ,3
Probably doing outdoorsie stuff and keeping trying to keep them away from the T V I guess And McDonald 's ,3
Mom and Dad are a curse ,3
maybe I 'll tell you go something you did n't know about in benefits ,3
okay with nothing missing ,3
it in a million years to do it myself I I I think you ,3
to think about it and ,3
Was she was her show big when you where in school since you have n't been out that long ? ,3
And I do n't know if you get that kind of greeting or not ,3
He did some experiments on chickens whose arteries are very similar to ours ,3
Well Do you work for T I ? ,3
You know she had there are certain ,3
Like fishing and ... ,3
The same patterns of behavior you mean ? ,3
looking at gray walls You know ,3
which is on sort of a run I have a a thirty foot cable ,3
But like you said I 'd really have a lot of second thoughts before I put any of my own family members there ,3
I think that would be kind of interesting ,3
And they must have been stronger and heavier copper at the time ,3
I 've never heard of such a thing ,3
It 's just a matter of people not being lazy ,3
of being able to display your your ,3
And I I feel like if they do n't people do n't like what our flag stands for they 're welcome to go some place else ,3
Are are you part of the school system out there ? ,3
I was pretty impressed with Western Auto but they did n't do a great job of changing my transmission oil last time And when ,3
Go right to personnel They got the forms in personnel and maybe ,3
and just makes them just a little more active Television ,3
You probably have some friends that have television ? ,3
because they say we do n't have the money to do it and ,3
and things going on you know I would love to help somebody you know ,3
What line of work are you in now since you went to school and ,3
it was like they said join the Navy to see the world type of thing you know ,3
It 's true it really is ,3
But Jenny is a sweet kid ,3
we may see more slapstick ,3
this thing they they gave the guys the power and the material and the told them to go do it and they did it You know ,3
it 's just that I did n't I hate having to be in charge of someone else 's life ,3
That 's the kind I like ,3
And she 's not she 's not feeling too great today ,3
Well Jean we seem to be of the same opinions here ,3
He was probably in the cafeteria when he thought of it ,3
I mean I do n't miss it that much ,3
I shall look into it ,3
you know they have those T V -s right ,3
No nor- normally they just come in and they say you 've overextended your your conversation ,3
if you want to send like you know fifty cents a day ,3
and then you have the people inhabiting the country and these people have nothing to do with the government itself ,3
Some of the crimes are just so brutal and so you know useless This may seem to be the best way out I do n't know ,3
And then I like watching a lot of like college basketball and ,3
When people said he was at work ? ,3
Well that could be I could see where that would be important ,3
You do n't they do n't graduate the best engineers or the best English majors but ,3
What else I 'm sure we 're getting close to our five minutes whatever here ,3
So we had to have that 's that 's a Mustang with a two barrel carburetor on it ,3
one way or the other ,3
it permits the criminal to get a retrial ,3
so it just happens they built a shopping center next to it ,3
Oh that one I have n't heard about ,3
but once you get that job with the university you 've got ten years of probation ,3
and tell me something that they did and then the next time I go it 's the same thing you know ,3
I think that 's true ,3
More than someone handing something to you ,3
I I I do it a lot I have I kind of worked my way through college as a mechanic as a kid ,3
that 's true that 's true ,3
just like constantly it seemed like ,3
would vote pro choice ,3
There 's nobody holding them here ,3
let alone other countries ,3
on his own people And I guess that makes sense what you said that within their own borders they feel freer to do ,3
No no I believe they did because some of some of the the Peace Corps that I knew of did marry Peruvians ,3
I 've never heard of it ,3
that would be all the more reason that they 'd take advantage of you ,3
And I do n't know I attributed I think a lot of that to women working ,3
I think in the next session they they modified it but it 's still legal to own or possess weapons in Florida ,3
It did n't it did n't quite pass ,3
Okay Well basically I like comedy shows ,3
or the kids are at home in the morning and ... ,3
and make sure it 's it 's a friendly animal ,3
No that 's true Course they have a requirement that that every single appeal must be permitted ,3
Although I claim Florida as my home now I have two sons living down there but I also have two sons living elsewhere ,3
Yes I was wondering whether you were in favor of statehood independence or the status quo for Puerto Rico ,3
and just have to do homework and and go work my part time job ,3
That 's probably true It I was n't hungry it was n't a meal We just he went down and bought some at a ,3
I I g- and and so that as a freedom of expression and speech and ,3
Are they good to eat ? ,3
What I miss up here is I 'm originally a Texan and I miss home cooked Mexican ,3
It there 's all kinds ,3
and it it 's funny it 's almost like a lot of things that were available to us as children ,3
And I just do n't know sir but it seems like they trying to get you every which way ,3
but if they just get more unto themselves kind of ,3
Hired new nurses and just really just redid it you know ,3
You know it 's not like we threw eight aircraft over there all by ourselves and said this is wrong ,3
Sure it 's it 's a big responsibility it really is ,3
So you do eat out a lot ,3
Do you think most states have that or ? ,3
he said that his whole idea of what 's important has changed ,3
Anyway time we spend with our children ,3
And it 's amazing that you know prior to like nineteen-twenty there were very few heart attacks ,3
okay this is a foreign country ,3
Oh well he made it at fifty ,3
That 's right Absolutely ,3
And I I did a lot of growing up there ,3
by s- b- freedom of speech ,3
because that would just I would feel so guilty ,3
Rent a car when you get there and all that ,3
We had a Black man was accused simply because he resembled ,3
Oh Well he 's a bad person very definitely ,3
Oh you mean size wise they 're not very big ? ,3
Well I I was going to ask too does your wife work ? ,3
And entirely too much time is spent my wife and I were wondering what if ,3
just trying to try and stay as firm as I can stay in my old age ,3
I hope they get something out of this ,3
That 's right you should be careful That 's pretty funny ,3
I mean if you leave something anywhere you might as well forget it ,3
Did you go with kids though ? ,3
Right I 'll tell you the people I feel the sorriest for there 's a guy at this particular one I go to ,3
But that 's great I did n't know there were such groups ,3
I do n't know little girls are n't interested in lot of the same things little boys are or were ,3
that 's true that 's very true That 's and that 's the ,3
but they seem to fall short of of being really creative with a lot of things I mean ,3
I 've got a a Bombay a Turkish Van and a Himalayan Persian ,3
no I was n't I did n't was n't aware of that no ,3
And he could have disap- gotten away at lunch time ,3
Well and amazingly a lot of times it 's real easy ,3
they can see you know You do n't see what you do n't you ca n't know what you do n't see ,3
And so they 're actually spending thirty-three percent and that 's real dollars you know ,3
I 'm sure it does So you only have the you only have the stepdaughter at home ? ,3
That 's great I always thought it 'd be great to have twins ,3
Oh that 's right I think now that I recall reading about it in the paper ,3
And so we do n't it 's harder to think about the poor people that have suffered that way ,3
You know what my absolutely favorite show is ? ,3
It 's really a shame ,3
Oh is but do you tr- keep trying anyway ? ,3
we 've always got got a nose and tongue pressed up against the window when we come walking up to the front door ,3
I I always said that if I had a kid they would n't know what McDonald 's is ,3
It gets boring after a while but I do n't go ahead ,3
Where you on the li- phone a long time ? ,3
well actually Falls Church Virginia outside the city ,3
you having been ten once ,3
and you know I have I I have five children total ,3
You can plea bargain what you 're guilty of but you know ,3
Well thank you very much Bye-bye ,3
Well frankly I think school teachers ought to get about ten times what they 're getting paid ,3
And of course I 've been looking into it but since I 'm only a yellow badger ,3
in high school everyone sort of tries to have the same opinion it seems ,3
someone who stuc- who held up a Seven Eleven I think it was ,3
and I usually come away thinking no I really do n't like this show ,3
they get out in three years on probation ,3
for us they had out of town newspapers and then ,3
So I do n't think that they deserve anything less ,3
tha- that 's illegal see If most company C E O -s were to do that within their private company they 'd be in jail ,3
and just normal driving did n't do it But if if if it was an especially hot day the pressure would get high enough ,3
Well they said it w- this this happened during lunch time ,3
In that case maybe you know ,3
But he ca n't say anything He can just kind of make noises ,3
And she told me she said she could tell them for fifteen minutes places not to go in ,3
Well they 're kind of put into a trap of being out there to please the special interest groups as well ,3
hearing the crickets and listening to the birds and ,3
they have they have a speech signal and what and what is said ,3
So I do n't kno I I I have no idea what to do about it ,3
mixed up inside when ,3
was a big part of of family a big part of of what you know your your youngsters thought about what they did ,3
Its building contra- or building supplies place ,3
You know they feel like they 've lived life so they need to share it ,3
And I noticed parents not spending time with their ,3
I even as a somebody making twice what I was making how could you put half of that into ,3
But she 's big enough to be intimidating ,3
on the tracks is sh- ,3
Right right Well they do walking tours too so ,3
I mean I have n't seen it in a couple of months but ,3
They still found him guilty ? ,3
And it was really what I felt was kind of cynical because it there just has n't been any peace over there ever ,3
But this new company came in and they like I said they remodeled the place ,3
She has the the color and the black to- tongue of a Chow but she has the shap- the shape of the Shepherd ,3
that 's grand if if you can pull it off ,3
Especially if you have kids Do n't let them watch it ,3
what what they feel necessary ,3
Twenty bucks a whack now ,3
there are And and it really helps those people I think ,3
And that 's the way it worked Here in Maryland we have a certain portion of your your property taxes goes to education ,3
you know a foreigner there that ,3
and I I really believe that they can in something like that ,3
Have a lawyer background Have a law background you 're right ,3
running from one stake to another and then attached to that is a twelve foot leash ,3
that 's possible I guess ,3
I enjoyed talking about pets with you ,3
I like tennis so I mean I 'm not I have n't played in years but I just like to watch you know ,3
is that typical to only breed them once ? ,3
kind of hard to notice that Dad is n't around ,3
No no It it looks like a grub ,3
actually one of our one of our favorites is a chain Shoney 's ,3
Oh it 's a it 's a lure ,3
a big that 's a big thing with me I live in a one bedroom I 'm single ,3
I think there 'd there 'd be a you know a economic benefit for you know everyone concerned ,3
the eating meat kick ,3
What do you look for in a restaurant ? ,3
You 're casting the weight of the line ,3
Right You 're absolutely right That 's a good one ,3
And I worked that shift for eleven years ,3
Or whatever whatever the the amount is I do n't want to say three months but ,3
MURPHY BROWN DESIGNING WOMEN MUMBLEx ,3
And it was n't until the last two years last year my they 're they 're a set of twins ,3
You all do n't have any other children around there ? ,3
I I always wonder about that when when someone does repairs or little things like that ,3
And I live I do n't make a lot of money but I live in the high price apartments simply because I feel safe here ,3
So you see people who are severely injured very very badly lose control of body functions ,3
and and tha- how come everybody is a lawyer you know you know ,3
You know that would be something to look for That 's really neat ,3
All righty So do you think Russia 's still a threat ? ,3
Born in Denton raised in Lubbock ,3
Oh So that sounds great Well we also have five children ,3
I do n't believe that very often happens ,3
started working she worked a job until we moved to our new house and she quit that job because it was too inconvenient And ,3
have n't been that long ? ,3
but still they have benefited from it ,3
Yes I wish I had the answer for that everybody does ,3
And you know he he worked a full-time job and a part-time job ,3
Well you like Fords apparently ? ,3
then you got to get him to if he 's going to do it you 've got to twist his arm to get him to go do it ,3
years of life So much ,3
Well I do n't know I 've seen it off and on I think ,3
It at times gets incredibly hot here ,3
Right like if you 're convicted of a certain crime you automatically get so many years It 's not a discretionary thing ,3
But some of the the mail order ones that I 've dealt with for roses and that they offer through through the first Summer ,3
it it is interesting to watch that water rise all of a sudden ,3
Well I 'm a West Texan ,3
were at the Saudi border ,3
I think that you know I I just read something I think in TIME magazine about protest ,3
Well anyway I sure have enjoyed talking to you about this Although it has been difficult but ,3
I mean the the counties are much larger ,3
for New York state you know I 'm a s I 'm a second lieutenant in the Air Force now and ,3
Whatever I I do n't want to make I read it somewhere though it 's not my point I guess so ,3
And the only thing you can remember is to try and stay together as much as you can ,3
What I could n't hear you ? ,3
I 've got two older cars There both one 's a seventy-seven and one 's a seventy-eight ,3
I I believe I would probably tend towards that ,3
Hope hope the stud will find her attractive ,3
president someday maybe ,3
they have one character on there they just call it Pat and they you do n't know if it 's a man or a woman ,3
I want to go flying,3
I want to go diving,3
I want to go on an adventure,3
I want to buy a book,3
I want to buy some clothes,3
I want to buy fruit,3
I want to get drunk,3
I'd like some fries,3
